pf,N,m,T,sigma,cut,U_F-CS,U_RDF_CS,U_F-kolafa,U_F-thol,U_F-mecke,U_F-gottschalk,U_F-hess,U_RDF_LJ
3.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.026e+00,1.026e+00,-3.026e+00,-3.226e+00,-3.209e+00,-3.292e+00,-3.400e+00,-3.400e+00
3.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.408e+00,1.408e+00,-3.511e+00,-3.654e+00,-3.634e+00,-3.836e+00,-3.961e+00,-3.961e+00
4.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.917e+00,1.917e+00,-3.980e+00,-3.976e+00,-3.950e+00,-4.375e+00,-4.520e+00,-4.520e+00
4.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,2.603e+00,2.603e+00,-4.400e+00,-4.135e+00,-4.101e+00,-4.900e+00,-5.078e+00,-5.078e+00
5.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.547e+00,3.547e+00,-4.725e+00,-4.062e+00,-4.018e+00,-5.396e+00,-5.633e+00,-5.633e+00
2.500e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,4.244e-02,4.244e-02,-2.749e-01,-2.825e-01,-2.806e-01,-2.810e-01,-2.825e-01,-2.825e-01
5.000e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,8.992e-02,8.992e-02,-5.482e-01,-5.615e-01,-5.577e-01,-5.590e-01,-5.647e-01,-5.647e-01
7.500e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.431e-01,1.431e-01,-8.157e-01,-8.375e-01,-8.323e-01,-8.343e-01,-8.465e-01,-8.465e-01
1.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.027e-01,2.027e-01,-1.076e+00,-1.112e+00,-1.105e+00,-1.107e+00,-1.128e+00,-1.128e+00
1.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.451e-01,3.451e-01,-1.572e+00,-1.658e+00,-1.647e+00,-1.649e+00,-1.690e+00,-1.690e+00
2.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,5.260e-01,5.260e-01,-2.047e+00,-2.193e+00,-2.178e+00,-2.186e+00,-2.251e+00,-2.251e+00
2.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,7.578e-01,7.578e-01,-2.516e+00,-2.711e+00,-2.695e+00,-2.720e+00,-2.810e+00,-2.810e+00
3.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.058e+00,1.058e+00,-2.989e+00,-3.193e+00,-3.176e+00,-3.251e+00,-3.367e+00,-3.367e+00
3.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.450e+00,1.450e+00,-3.464e+00,-3.610e+00,-3.590e+00,-3.773e+00,-3.923e+00,-3.923e+00
4.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.971e+00,1.971e+00,-3.923e+00,-3.920e+00,-3.893e+00,-4.278e+00,-4.476e+00,-4.476e+00
4.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.673e+00,2.673e+00,-4.330e+00,-4.064e+00,-4.029e+00,-4.751e+00,-5.028e+00,-5.028e+00
5.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.637e+00,3.637e+00,-4.644e+00,-3.974e+00,-3.929e+00,-5.170e+00,-5.577e+00,-5.577e+00
2.500e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,4.387e-02,4.387e-02,-2.721e-01,-2.801e-01,-2.782e-01,-2.786e-01,-2.800e-01,-2.800e-01
5.000e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,9.292e-02,9.292e-02,-5.428e-01,-5.568e-01,-5.531e-01,-5.542e-01,-5.596e-01,-5.596e-01
7.500e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.478e-01,1.478e-01,-8.078e-01,-8.307e-01,-8.256e-01,-8.274e-01,-8.389e-01,-8.389e-01
1.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.094e-01,2.094e-01,-1.065e+00,-1.103e+00,-1.097e+00,-1.098e+00,-1.118e+00,-1.118e+00
1.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.562e-01,3.562e-01,-1.556e+00,-1.644e+00,-1.634e+00,-1.635e+00,-1.675e+00,-1.675e+00
2.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,5.425e-01,5.425e-01,-2.026e+00,-2.174e+00,-2.160e+00,-2.167e+00,-2.230e+00,-2.230e+00
2.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,7.810e-01,7.810e-01,-2.488e+00,-2.686e+00,-2.670e+00,-2.693e+00,-2.784e+00,-2.784e+00
3.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.089e+00,1.089e+00,-2.953e+00,-3.160e+00,-3.143e+00,-3.211e+00,-3.336e+00,-3.336e+00
3.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.492e+00,1.492e+00,-3.418e+00,-3.568e+00,-3.546e+00,-3.714e+00,-3.886e+00,-3.886e+00
4.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.025e+00,2.025e+00,-3.866e+00,-3.865e+00,-3.837e+00,-4.187e+00,-4.434e+00,-4.434e+00
4.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.743e+00,2.743e+00,-4.262e+00,-3.994e+00,-3.958e+00,-4.613e+00,-4.980e+00,-4.980e+00
5.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.726e+00,3.726e+00,-4.562e+00,-3.886e+00,-3.840e+00,-4.964e+00,-5.524e+00,-5.524e+00
2.500e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,4.530e-02,4.530e-02,-2.694e-01,-2.777e-01,-2.759e-01,-2.762e-01,-2.775e-01,-2.775e-01
5.000e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,9.593e-02,9.593e-02,-5.375e-01,-5.522e-01,-5.486e-01,-5.496e-01,-5.547e-01,-5.547e-01
7.500e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.526e-01,1.526e-01,-8.001e-01,-8.241e-01,-8.191e-01,-8.206e-01,-8.316e-01,-8.316e-01
1.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.160e-01,2.160e-01,-1.055e+00,-1.094e+00,-1.088e+00,-1.090e+00,-1.108e+00,-1.108e+00
1.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.673e-01,3.673e-01,-1.541e+00,-1.631e+00,-1.621e+00,-1.622e+00,-1.660e+00,-1.660e+00
2.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,5.590e-01,5.590e-01,-2.005e+00,-2.156e+00,-2.142e+00,-2.148e+00,-2.210e+00,-2.210e+00
2.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,8.041e-01,8.041e-01,-2.460e+00,-2.662e+00,-2.645e+00,-2.667e+00,-2.759e+00,-2.759e+00
3.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.120e+00,1.120e+00,-2.917e+00,-3.128e+00,-3.110e+00,-3.173e+00,-3.306e+00,-3.306e+00
3.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.533e+00,1.533e+00,-3.373e+00,-3.525e+00,-3.503e+00,-3.656e+00,-3.850e+00,-3.850e+00
4.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.079e+00,2.079e+00,-3.810e+00,-3.810e+00,-3.781e+00,-4.101e+00,-4.393e+00,-4.393e+00
4.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.812e+00,2.812e+00,-4.193e+00,-3.925e+00,-3.887e+00,-4.485e+00,-4.934e+00,-4.934e+00
5.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.814e+00,3.814e+00,-4.480e+00,-3.800e+00,-3.753e+00,-4.775e+00,-5.472e+00,-5.472e+00
2.500e-02,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,4.673e-02,4.673e-02,-2.668e-01,-2.754e-01,-2.736e-01,-2.739e-01,-2.752e-01,-2.752e-01
5.000e-02,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,9.893e-02,9.893e-02,-5.324e-01,-5.478e-01,-5.442e-01,-5.452e-01,-5.500e-01,-5.500e-01
7.500e-02,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.573e-01,1.573e-01,-7.925e-01,-8.176e-01,-8.128e-01,-8.141e-01,-8.245e-01,-8.245e-01
1.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.227e-01,2.227e-01,-1.045e+00,-1.086e+00,-1.080e+00,-1.081e+00,-1.099e+00,-1.099e+00
1.500e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.784e-01,3.784e-01,-1.526e+00,-1.618e+00,-1.609e+00,-1.609e+00,-1.646e+00,-1.646e+00
2.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,5.755e-01,5.755e-01,-1.984e+00,-2.138e+00,-2.124e+00,-2.130e+00,-2.191e+00,-2.191e+00
2.500e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,8.272e-01,8.272e-01,-2.432e+00,-2.637e+00,-2.621e+00,-2.641e+00,-2.735e+00,-2.735e+00
3.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.152e+00,1.152e+00,-2.881e+00,-3.096e+00,-3.077e+00,-3.136e+00,-3.276e+00,-3.276e+00
3.500e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.574e+00,1.574e+00,-3.328e+00,-3.483e+00,-3.460e+00,-3.601e+00,-3.816e+00,-3.816e+00
4.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.133e+00,2.133e+00,-3.754e+00,-3.755e+00,-3.726e+00,-4.020e+00,-4.354e+00,-4.354e+00
4.500e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.881e+00,2.881e+00,-4.125e+00,-3.856e+00,-3.818e+00,-4.364e+00,-4.889e+00,-4.889e+00
5.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.902e+00,3.902e+00,-4.398e+00,-3.715e+00,-3.666e+00,-4.599e+00,-5.422e+00,-5.422e+00
2.500e-02,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,4.816e-02,4.816e-02,-2.642e-01,-2.732e-01,-2.714e-01,-2.717e-01,-2.729e-01,-2.729e-01
5.000e-02,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.019e-01,1.019e-01,-5.274e-01,-5.435e-01,-5.400e-01,-5.408e-01,-5.454e-01,-5.454e-01
7.500e-02,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.620e-01,1.620e-01,-7.851e-01,-8.113e-01,-8.066e-01,-8.077e-01,-8.176e-01,-8.176e-01
1.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.293e-01,2.293e-01,-1.035e+00,-1.078e+00,-1.072e+00,-1.072e+00,-1.089e+00,-1.089e+00
1.500e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.894e-01,3.894e-01,-1.511e+00,-1.605e+00,-1.596e+00,-1.596e+00,-1.632e+00,-1.632e+00
2.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,5.920e-01,5.920e-01,-1.964e+00,-2.120e+00,-2.107e+00,-2.112e+00,-2.172e+00,-2.172e+00
2.500e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,8.503e-01,8.503e-01,-2.405e+00,-2.613e+00,-2.597e+00,-2.616e+00,-2.711e+00,-2.711e+00
3.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.183e+00,1.183e+00,-2.846e+00,-3.064e+00,-3.045e+00,-3.099e+00,-3.248e+00,-3.248e+00
3.500e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.615e+00,1.615e+00,-3.283e+00,-3.441e+00,-3.418e+00,-3.548e+00,-3.783e+00,-3.783e+00
4.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.186e+00,2.186e+00,-3.698e+00,-3.701e+00,-3.671e+00,-3.942e+00,-4.315e+00,-4.315e+00
4.500e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.949e+00,2.949e+00,-4.057e+00,-3.788e+00,-3.749e+00,-4.251e+00,-4.846e+00,-4.846e+00
5.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.989e+00,3.989e+00,-4.316e+00,-3.630e+00,-3.581e+00,-4.435e+00,-5.373e+00,-5.373e+00
2.500e-02,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,4.959e-02,4.959e-02,-2.617e-01,-2.711e-01,-2.693e-01,-2.695e-01,-2.707e-01,-2.707e-01
5.000e-02,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.049e-01,1.049e-01,-5.225e-01,-5.393e-01,-5.359e-01,-5.366e-01,-5.410e-01,-5.410e-01
7.500e-02,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.668e-01,1.668e-01,-7.778e-01,-8.051e-01,-8.005e-01,-8.014e-01,-8.109e-01,-8.109e-01
1.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,2.360e-01,2.360e-01,-1.026e+00,-1.069e+00,-1.064e+00,-1.064e+00,-1.080e+00,-1.080e+00
1.500e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,4.005e-01,4.005e-01,-1.497e+00,-1.593e+00,-1.584e+00,-1.584e+00,-1.618e+00,-1.618e+00
2.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,6.084e-01,6.084e-01,-1.944e+00,-2.103e+00,-2.090e+00,-2.094e+00,-2.154e+00,-2.154e+00
2.500e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,8.732e-01,8.732e-01,-2.379e+00,-2.589e+00,-2.573e+00,-2.590e+00,-2.688e+00,-2.688e+00
3.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.214e+00,1.214e+00,-2.811e+00,-3.032e+00,-3.012e+00,-3.063e+00,-3.220e+00,-3.220e+00
3.500e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.656e+00,1.656e+00,-3.239e+00,-3.399e+00,-3.376e+00,-3.497e+00,-3.750e+00,-3.750e+00
4.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,2.239e+00,2.239e+00,-3.643e+00,-3.648e+00,-3.617e+00,-3.867e+00,-4.278e+00,-4.278e+00
4.500e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,3.017e+00,3.017e+00,-3.989e+00,-3.720e+00,-3.681e+00,-4.143e+00,-4.803e+00,-4.803e+00
5.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,4.075e+00,4.075e+00,-4.235e+00,-3.547e+00,-3.496e+00,-4.282e+00,-5.326e+00,-5.326e+00
2.500e-02,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,5.102e-02,5.102e-02,-2.593e-01,-2.690e-01,-2.672e-01,-2.674e-01,-2.685e-01,-2.685e-01
5.000e-02,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.079e-01,1.079e-01,-5.177e-01,-5.352e-01,-5.318e-01,-5.324e-01,-5.367e-01,-5.367e-01
7.500e-02,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.715e-01,1.715e-01,-7.706e-01,-7.991e-01,-7.946e-01,-7.953e-01,-8.044e-01,-8.044e-01
1.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,2.426e-01,2.426e-01,-1.016e+00,-1.061e+00,-1.056e+00,-1.056e+00,-1.072e+00,-1.072e+00
1.500e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,4.115e-01,4.115e-01,-1.483e+00,-1.580e+00,-1.572e+00,-1.571e+00,-1.605e+00,-1.605e+00
2.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,6.248e-01,6.248e-01,-1.924e+00,-2.085e+00,-2.072e+00,-2.076e+00,-2.137e+00,-2.137e+00
2.500e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,8.962e-01,8.962e-01,-2.352e+00,-2.566e+00,-2.549e+00,-2.566e+00,-2.666e+00,-2.666e+00
3.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.245e+00,1.245e+00,-2.777e+00,-3.000e+00,-2.981e+00,-3.028e+00,-3.194e+00,-3.194e+00
3.500e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.697e+00,1.697e+00,-3.195e+00,-3.358e+00,-3.334e+00,-3.447e+00,-3.719e+00,-3.719e+00
4.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,2.292e+00,2.292e+00,-3.588e+00,-3.595e+00,-3.564e+00,-3.796e+00,-4.242e+00,-4.242e+00
4.500e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,3.085e+00,3.085e+00,-3.922e+00,-3.653e+00,-3.613e+00,-4.041e+00,-4.762e+00,-4.762e+00
5.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,4.160e+00,4.160e+00,-4.153e+00,-3.464e+00,-3.412e+00,-4.138e+00,-5.280e+00,-5.280e+00
2.500e-02,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,5.245e-02,5.245e-02,-2.569e-01,-2.669e-01,-2.652e-01,-2.654e-01,-2.664e-01,-2.664e-01
5.000e-02,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.109e-01,1.109e-01,-5.129e-01,-5.312e-01,-5.279e-01,-5.284e-01,-5.325e-01,-5.325e-01
7.500e-02,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.762e-01,1.762e-01,-7.636e-01,-7.931e-01,-7.888e-01,-7.893e-01,-7.981e-01,-7.981e-01
1.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,2.492e-01,2.492e-01,-1.007e+00,-1.054e+00,-1.048e+00,-1.048e+00,-1.063e+00,-1.063e+00
1.500e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,4.225e-01,4.225e-01,-1.468e+00,-1.568e+00,-1.560e+00,-1.559e+00,-1.592e+00,-1.592e+00
2.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,6.411e-01,6.411e-01,-1.904e+00,-2.068e+00,-2.055e+00,-2.059e+00,-2.119e+00,-2.119e+00
2.500e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,9.190e-01,9.190e-01,-2.326e+00,-2.542e+00,-2.526e+00,-2.541e+00,-2.644e+00,-2.644e+00
3.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.275e+00,1.275e+00,-2.743e+00,-2.969e+00,-2.949e+00,-2.994e+00,-3.167e+00,-3.167e+00
3.500e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.737e+00,1.737e+00,-3.152e+00,-3.317e+00,-3.292e+00,-3.398e+00,-3.688e+00,-3.688e+00
4.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,2.344e+00,2.344e+00,-3.533e+00,-3.542e+00,-3.511e+00,-3.727e+00,-4.206e+00,-4.206e+00
4.500e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,3.152e+00,3.152e+00,-3.854e+00,-3.587e+00,-3.546e+00,-3.944e+00,-4.722e+00,-4.722e+00
5.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,4.245e+00,4.245e+00,-4.072e+00,-3.381e+00,-3.329e+00,-4.002e+00,-5.235e+00,-5.235e+00
2.500e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,5.389e-02,5.389e-02,-2.546e-01,-2.649e-01,-2.632e-01,-2.634e-01,-2.644e-01,-2.644e-01
5.000e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.140e-01,1.140e-01,-5.083e-01,-5.272e-01,-5.240e-01,-5.244e-01,-5.283e-01,-5.283e-01
7.500e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.810e-01,1.810e-01,-7.566e-01,-7.873e-01,-7.831e-01,-7.834e-01,-7.919e-01,-7.919e-01
1.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.559e-01,2.559e-01,-9.974e-01,-1.046e+00,-1.041e+00,-1.040e+00,-1.055e+00,-1.055e+00
1.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.336e-01,4.336e-01,-1.454e+00,-1.556e+00,-1.548e+00,-1.547e+00,-1.580e+00,-1.580e+00
2.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,6.575e-01,6.575e-01,-1.884e+00,-2.051e+00,-2.039e+00,-2.042e+00,-2.103e+00,-2.103e+00
2.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,9.418e-01,9.418e-01,-2.300e+00,-2.519e+00,-2.502e+00,-2.517e+00,-2.623e+00,-2.623e+00
3.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.306e+00,1.306e+00,-2.709e+00,-2.938e+00,-2.918e+00,-2.960e+00,-3.142e+00,-3.142e+00
3.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.778e+00,1.778e+00,-3.109e+00,-3.276e+00,-3.251e+00,-3.350e+00,-3.658e+00,-3.658e+00
4.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.396e+00,2.396e+00,-3.479e+00,-3.490e+00,-3.458e+00,-3.659e+00,-4.172e+00,-4.172e+00
4.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,3.218e+00,3.218e+00,-3.788e+00,-3.521e+00,-3.480e+00,-3.850e+00,-4.683e+00,-4.683e+00
5.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.330e+00,4.330e+00,-3.990e+00,-3.300e+00,-3.247e+00,-3.872e+00,-5.191e+00,-5.191e+00
